trainname,time,station,x,y
67,840,品川シーサイド〜天王洲アイル,595,465
67,841,天王洲アイル,535,465
67,842,天王洲アイル,535,465
67,843,天王洲アイル〜東京テレポート,475,465
67,844,天王洲アイル〜東京テレポート,475,465
67,845,東京テレポート,415,465
67,846,東京テレポート,415,465
67,847,国際展示場,295,465
67,848,国際展示場,295,465
67,849,国際展示場〜東雲,235,465
67,850,東雲,175,465
67,851,東雲〜新木場,115,465
67,852,東雲〜新木場,115,465
67,853,新木場,55,465
68,838,大崎,895,465
68,839,大崎,895,465
68,840,大崎〜大井町,835,465
68,841,大井町,775,465
68,842,大井町,775,465
68,843,大井町〜品川シーサイド,715,465
68,844,品川シーサイド,655,465
68,845,品川シーサイド,655,465
68,846,天王洲アイル,535,465
68,847,天王洲アイル,535,465
68,848,天王洲アイル〜東京テレポート,475,465
68,849,天王洲アイル〜東京テレポート,475,465
68,850,東京テレポート,415,465
68,851,東京テレポート,415,465
68,852,東京テレポート,415,465
68,853,東京テレポート,415,465
68,854,国際展示場,295,465
68,855,国際展示場,295,465
68,856,国際展示場〜東雲,235,465
68,857,東雲,175,465
68,858,東雲〜新木場,115,465
68,859,東雲〜新木場,115,465
68,860,新木場,55,465
69,849,大崎,895,465
69,850,大崎,895,465
69,851,大崎〜大井町,835,465
69,852,大崎〜大井町,835,465
69,853,大井町,775,465
69,854,大井町〜品川シーサイド,715,465
69,855,大井町〜品川シーサイド,715,465
69,856,品川シーサイド,655,465
69,857,品川シーサイド〜天王洲アイル,595,465
69,858,天王洲アイル,535,465
69,859,天王洲アイル〜東京テレポート,475,465
69,860,天王洲アイル〜東京テレポート,475,465
69,861,天王洲アイル〜東京テレポート,475,465
69,862,東京テレポート,415,465
69,863,東京テレポート〜国際展示場,355,465
69,864,国際展示場,295,465
69,865,国際展示場,295,465
69,866,国際展示場〜東雲,235,465
69,867,東雲,175,465
69,868,東雲〜新木場,115,465
69,869,新木場,55,465
70,856,大崎,895,465
70,857,大崎,895,465
70,858,大崎〜大井町,835,465
70,859,大崎〜大井町,835,465
70,860,大井町,775,465
70,861,大井町,775,465
70,862,大井町〜品川シーサイド,715,465
70,863,品川シーサイド,655,465
70,864,品川シーサイド〜天王洲アイル,595,465
70,865,天王洲アイル,535,465
70,866,天王洲アイル,535,465
70,867,天王洲アイル〜東京テレポート,475,465
70,868,天王洲アイル〜東京テレポート,475,465
70,869,東京テレポート,415,465
70,870,東京テレポート,415,465
70,871,国際展示場,295,465
70,872,国際展示場,295,465
70,873,国際展示場〜東雲,235,465
70,874,東雲,175,465
70,875,東雲〜新木場,115,465
70,876,東雲〜新木場,115,465
70,877,新木場,55,465
71,866,大崎,895,465
71,867,大崎,895,465
71,868,大崎〜大井町,835,465
71,869,大井町,775,465
71,870,大井町,775,465
71,871,大井町〜品川シーサイド,715,465
71,872,品川シーサイド,655,465
71,873,品川シーサイド,655,465
71,874,天王洲アイル,535,465
71,875,天王洲アイル,535,465
71,876,天王洲アイル〜東京テレポート,475,465
71,877,天王洲アイル〜東京テレポート,475,465
71,878,東京テレポート,415,465
71,879,東京テレポート,415,465
71,880,東京テレポート〜国際展示場,355,465
71,881,国際展示場,295,465
71,882,国際展示場,295,465
71,883,東雲,175,465
71,884,東雲,175,465
71,885,東雲〜新木場,115,465
71,886,新木場,55,465
72,877,大崎,895,465
72,878,大崎,895,465
72,879,大崎〜大井町,835,465
72,880,大崎〜大井町,835,465
72,881,大井町,775,465
72,882,大井町,775,465
72,883,大井町〜品川シーサイド,715,465
72,884,品川シーサイド,655,465
72,885,品川シーサイド〜天王洲アイル,595,465
72,886,天王洲アイル,535,465
72,887,天王洲アイル,535,465
72,888,天王洲アイル〜東京テレポート,475,465
72,889,天王洲アイル〜東京テレポート,475,465
72,890,東京テレポート,415,465
72,891,東京テレポート,415,465
72,892,国際展示場,295,465
72,893,国際展示場,295,465
72,894,国際展示場〜東雲,235,465
72,895,東雲,175,465
72,896,東雲〜新木場,115,465
72,897,東雲〜新木場,115,465
72,898,新木場,55,465
73,885,大崎,895,465
73,886,大崎,895,465
73,887,大崎〜大井町,835,465
73,888,大井町,775,465
73,889,大井町,775,465
73,890,大井町〜品川シーサイド,715,465
73,891,品川シーサイド,655,465
73,892,品川シーサイド,655,465
73,893,天王洲アイル,535,465
73,894,天王洲アイル,535,465
73,895,天王洲アイル〜東京テレポート,475,465
73,896,天王洲アイル〜東京テレポート,475,465
73,897,東京テレポート,415,465
73,898,東京テレポート,415,465
73,899,東京テレポート〜国際展示場,355,465
73,900,国際展示場,295,465
73,901,国際展示場〜東雲,235,465
73,902,東雲,175,465
73,903,東雲〜新木場,115,465
73,904,東雲〜新木場,115,465
73,905,新木場,55,465
74,892,大崎,895,465
74,893,大崎,895,465
74,894,大崎〜大井町,835,465
74,895,大崎〜大井町,835,465
74,896,大井町,775,465
74,897,大井町,775,465
74,898,大井町〜品川シーサイド,715,465
74,899,品川シーサイド,655,465
74,900,品川シーサイド〜天王洲アイル,595,465
74,901,天王洲アイル,535,465
74,902,天王洲アイル,535,465
74,903,天王洲アイル〜東京テレポート,475,465
74,904,天王洲アイル〜東京テレポート,475,465
74,905,東京テレポート,415,465
74,906,東京テレポート〜国際展示場,355,465
74,907,国際展示場,295,465
74,908,国際展示場,295,465
74,909,国際展示場〜東雲,235,465
74,910,東雲,175,465
74,911,東雲〜新木場,115,465
74,912,東雲〜新木場,115,465
74,913,新木場,55,465
75,899,大崎,895,465
75,900,大崎,895,465
75,901,大崎〜大井町,835,465
75,902,大井町,775,465
75,903,大井町,775,465
75,904,大井町〜品川シーサイド,715,465
75,905,品川シーサイド,655,465
75,906,品川シーサイド,655,465
75,907,天王洲アイル,535,465
75,908,天王洲アイル,535,465
75,909,天王洲アイル〜東京テレポート,475,465
75,910,天王洲アイル〜東京テレポート,475,465
75,911,東京テレポート,415,465
75,912,東京テレポート,415,465
75,913,東京テレポート〜国際展示場,355,465
75,914,国際展示場,295,465
75,915,国際展示場〜東雲,235,465
75,916,東雲,175,465
75,917,東雲〜新木場,115,465
75,918,東雲〜新木場,115,465
75,919,新木場,55,465
76,908,大崎,895,465
76,909,大崎,895,465
76,910,大崎〜大井町,835,465
76,911,大井町,775,465
76,912,大井町,775,465
76,913,大井町〜品川シーサイド,715,465
76,914,品川シーサイド,655,465
76,915,品川シーサイド,655,465
76,916,天王洲アイル,535,465
76,917,天王洲アイル,535,465
76,918,天王洲アイル〜東京テレポート,475,465
76,919,天王洲アイル〜東京テレポート,475,465
76,920,東京テレポート,415,465
76,921,東京テレポート,415,465
76,922,東京テレポート〜国際展示場,355,465
76,923,国際展示場,295,465
76,924,国際展示場〜東雲,235,465
76,925,東雲,175,465
76,926,東雲〜新木場,115,465
76,927,東雲〜新木場,115,465
76,928,新木場,55,465
77,917,大崎,895,465
77,918,大崎,895,465
77,919,大崎〜大井町,835,465
77,920,大井町,775,465
77,921,大井町,775,465
77,922,大井町〜品川シーサイド,715,465
77,923,品川シーサイド,655,465
77,924,品川シーサイド,655,465
77,925,天王洲アイル,535,465
77,926,天王洲アイル,535,465
77,927,天王洲アイル〜東京テレポート,475,465
77,928,天王洲アイル〜東京テレポート,475,465
77,929,東京テレポート,415,465
77,930,東京テレポート,415,465
77,931,東京テレポート〜国際展示場,355,465
77,932,国際展示場,295,465
77,933,国際展示場,295,465
77,934,東雲,175,465
77,935,東雲,175,465
77,936,東雲〜新木場,115,465
77,937,新木場,55,465
78,924,大崎,895,465
78,925,大崎,895,465
78,926,大崎〜大井町,835,465
78,927,大崎〜大井町,835,465
78,928,大井町,775,465
78,929,大井町〜品川シーサイド,715,465
78,930,大井町〜品川シーサイド,715,465
78,931,品川シーサイド,655,465
78,932,品川シーサイド〜天王洲アイル,595,465
78,933,天王洲アイル,535,465
78,934,天王洲アイル〜東京テレポート,475,465
78,935,天王洲アイル〜東京テレポート,475,465
78,936,天王洲アイル〜東京テレポート,475,465
78,937,東京テレポート,415,465
78,938,東京テレポート〜国際展示場,355,465
78,939,国際展示場,295,465
78,940,国際展示場,295,465
78,941,国際展示場〜東雲,235,465
78,942,東雲,175,465
78,943,東雲〜新木場,115,465
78,944,新木場,55,465
79,933,大崎,895,465
79,934,大崎,895,465
79,935,大崎〜大井町,835,465
79,936,大井町,775,465
79,937,大井町,775,465
79,938,大井町〜品川シーサイド,715,465
79,939,品川シーサイド,655,465
79,940,品川シーサイド,655,465
79,941,天王洲アイル,535,465
79,942,天王洲アイル,535,465
79,943,天王洲アイル〜東京テレポート,475,465
79,944,天王洲アイル〜東京テレポート,475,465
79,945,東京テレポート,415,465
79,946,東京テレポート,415,465
79,947,東京テレポート,415,465
79,948,東京テレポート〜国際展示場,355,465
79,949,国際展示場,295,465
79,950,国際展示場,295,465
79,951,東雲,175,465
79,952,東雲,175,465
79,953,東雲〜新木場,115,465
79,954,新木場,55,465
80,941,大崎,895,465
80,942,大崎,895,465
80,943,大崎〜大井町,835,465
80,944,大井町,775,465
80,945,大井町,775,465
80,946,大井町〜品川シーサイド,715,465
80,947,品川シーサイド,655,465
80,948,品川シーサイド,655,465
80,949,天王洲アイル,535,465
80,950,天王洲アイル,535,465
80,951,天王洲アイル〜東京テレポート,475,465
80,952,天王洲アイル〜東京テレポート,475,465
80,953,東京テレポート,415,465
80,954,東京テレポート,415,465
80,955,東京テレポート〜国際展示場,355,465
80,956,国際展示場,295,465
80,957,国際展示場〜東雲,235,465
80,958,東雲,175,465
80,959,東雲〜新木場,115,465
80,960,東雲〜新木場,115,465
80,961,新木場,55,465
81,949,大崎,895,465
81,950,大崎,895,465
81,951,大崎〜大井町,835,465
81,952,大井町,775,465
81,953,大井町,775,465
81,954,大井町〜品川シーサイド,715,465
81,955,品川シーサイド,655,465
81,956,品川シーサイド,655,465
81,957,品川シーサイド〜天王洲アイル,595,465
81,958,天王洲アイル,535,465
81,959,天王洲アイル〜東京テレポート,475,465
81,960,天王洲アイル〜東京テレポート,475,465
81,961,東京テレポート,415,465
81,962,東京テレポート,415,465
81,963,東京テレポート〜国際展示場,355,465
81,964,国際展示場,295,465
81,965,国際展示場,295,465
81,966,東雲,175,465
81,967,東雲,175,465
81,968,東雲〜新木場,115,465
81,969,新木場,55,465
82,961,大崎,895,465
82,962,大崎,895,465
82,963,大崎〜大井町,835,465
82,964,大井町,775,465
82,965,大井町,775,465
82,966,大井町〜品川シーサイド,715,465
82,967,品川シーサイド,655,465
82,968,品川シーサイド,655,465
82,969,品川シーサイド〜天王洲アイル,595,465
82,970,天王洲アイル,535,465
82,971,天王洲アイル〜東京テレポート,475,465
82,972,天王洲アイル〜東京テレポート,475,465
82,973,東京テレポート,415,465
82,974,東京テレポート,415,465
82,975,東京テレポート〜国際展示場,355,465
82,976,国際展示場,295,465
82,977,国際展示場,295,465
82,978,東雲,175,465
82,979,東雲,175,465
82,980,東雲〜新木場,115,465
82,981,新木場,55,465
83,967,大崎,895,465
83,968,大崎,895,465
83,969,大崎〜大井町,835,465
83,970,大崎〜大井町,835,465
83,971,大井町,775,465
83,972,大井町〜品川シーサイド,715,465
83,973,大井町〜品川シーサイド,715,465
83,974,品川シーサイド,655,465
83,975,品川シーサイド〜天王洲アイル,595,465
83,976,天王洲アイル,535,465
83,977,天王洲アイル〜東京テレポート,475,465
83,978,天王洲アイル〜東京テレポート,475,465
83,979,天王洲アイル〜東京テレポート,475,465
83,980,東京テレポート,415,465
83,981,東京テレポート〜国際展示場,355,465
83,982,国際展示場,295,465
83,983,国際展示場,295,465
83,984,国際展示場〜東雲,235,465
83,985,東雲,175,465
83,986,東雲〜新木場,115,465
83,987,新木場,55,465
84,977,大崎,895,465
84,978,大崎,895,465
84,979,大崎〜大井町,835,465
84,980,大井町,775,465
84,981,大井町,775,465
84,982,大井町〜品川シーサイド,715,465
84,983,品川シーサイド,655,465
84,984,品川シーサイド,655,465
84,985,品川シーサイド〜天王洲アイル,595,465
84,986,天王洲アイル,535,465
84,987,天王洲アイル〜東京テレポート,475,465
84,988,天王洲アイル〜東京テレポート,475,465
84,989,東京テレポート,415,465
84,990,東京テレポート,415,465
84,991,東京テレポート,415,465
84,992,国際展示場,295,465
84,993,国際展示場,295,465
84,994,国際展示場〜東雲,235,465
84,995,東雲,175,465
84,996,東雲〜新木場,115,465
84,997,東雲〜新木場,115,465
84,998,新木場,55,465
85,982,大崎,895,465
85,983,大崎,895,465
85,984,大崎〜大井町,835,465
85,985,大井町,775,465
85,986,大井町,775,465
85,987,大井町〜品川シーサイド,715,465
85,988,品川シーサイド,655,465
85,989,品川シーサイド,655,465
85,990,品川シーサイド〜天王洲アイル,595,465
85,991,天王洲アイル,535,465
85,992,天王洲アイル〜東京テレポート,475,465
85,993,天王洲アイル〜東京テレポート,475,465
85,994,東京テレポート,415,465
85,995,東京テレポート,415,465
85,996,東京テレポート〜国際展示場,355,465
85,997,国際展示場,295,465
85,998,国際展示場,295,465
85,999,東雲,175,465
85,1000,東雲,175,465
85,1001,東雲〜新木場,115,465
85,1002,新木場,55,465
86,990,大崎,895,465
86,991,大崎,895,465
86,992,大崎〜大井町,835,465
86,993,大井町,775,465
86,994,大井町,775,465
86,995,大井町〜品川シーサイド,715,465
86,996,品川シーサイド,655,465
86,997,品川シーサイド,655,465
86,998,天王洲アイル,535,465
86,999,天王洲アイル,535,465
86,1000,天王洲アイル〜東京テレポート,475,465
86,1001,天王洲アイル〜東京テレポート,475,465
86,1002,東京テレポート,415,465
86,1003,東京テレポート,415,465
86,1004,東京テレポート〜国際展示場,355,465
86,1005,国際展示場,295,465
86,1006,国際展示場,295,465
86,1007,東雲,175,465
86,1008,東雲,175,465
86,1009,東雲〜新木場,115,465
86,1010,新木場,55,465
87,998,大崎,895,465
87,999,大崎,895,465
87,1000,大崎〜大井町,895,465
87,1001,大井町,835,465
87,1002,大井町,775,465
87,1003,大井町〜品川シーサイド,775,465
87,1004,品川シーサイド,715,465
87,1005,品川シーサイド,655,465
87,1006,品川シーサイド〜天王洲アイル,595,465
87,1007,天王洲アイル,535,465
87,1008,天王洲アイル〜東京テレポート,475,465
87,1009,天王洲アイル〜東京テレポート,475,465
87,1010,東京テレポート,415,465
87,1011,東京テレポート,415,465
87,1012,東京テレポート〜国際展示場,355,465
87,1013,国際展示場,295,465
87,1014,国際展示場,295,465
87,1015,東雲,175,465
87,1016,東雲,175,465
87,1017,東雲〜新木場,115,465
87,1018,新木場,55,465
88,1005,大崎,895,465
88,1006,大崎,895,465
88,1007,大崎〜大井町,895,465
88,1008,大井町,835,465
88,1009,大井町,775,465
88,1010,大井町〜品川シーサイド,775,465
88,1011,品川シーサイド,715,465
88,1012,品川シーサイド,655,465
88,1013,天王洲アイル,535,465
88,1014,天王洲アイル,535,465
88,1015,天王洲アイル〜東京テレポート,475,465
88,1016,天王洲アイル〜東京テレポート,475,465
88,1017,東京テレポート,415,465
88,1018,東京テレポート,415,465
88,1019,東京テレポート〜国際展示場,355,465
88,1020,国際展示場,295,465
88,1021,国際展示場〜東雲,235,465
88,1022,東雲,175,465
88,1023,東雲〜新木場,115,465
88,1024,東雲〜新木場,115,465
88,1025,新木場,55,465
89,1016,大崎,895,465
89,1017,大崎,895,465
89,1018,大崎〜大井町,895,465
89,1019,大井町,835,465
89,1020,大井町,775,465
89,1021,大井町〜品川シーサイド,775,465
89,1022,品川シーサイド,715,465
89,1023,品川シーサイド,655,465
89,1024,天王洲アイル,535,465
89,1025,天王洲アイル,535,465
89,1026,天王洲アイル〜東京テレポート,475,465
89,1027,天王洲アイル〜東京テレポート,475,465
89,1028,東京テレポート,415,465
89,1029,東京テレポート,415,465
89,1030,東京テレポート〜国際展示場,355,465
89,1031,国際展示場,295,465
89,1032,国際展示場〜東雲,235,465
89,1033,東雲,175,465
89,1034,東雲〜新木場,115,465
89,1035,東雲〜新木場,115,465
89,1036,新木場,55,465
90,1022,大崎,895,465
90,1023,大崎,895,465
90,1024,大崎〜大井町,895,465
90,1025,大井町,835,465
90,1026,大井町,775,465
90,1027,大井町〜品川シーサイド,775,465
90,1028,品川シーサイド,715,465
90,1029,品川シーサイド,655,465
90,1030,天王洲アイル,535,465
90,1031,天王洲アイル,535,465
90,1032,天王洲アイル〜東京テレポート,475,465
90,1033,天王洲アイル〜東京テレポート,475,465
90,1034,東京テレポート,415,465
90,1035,東京テレポート,415,465
90,1036,東京テレポート,415,465
90,1037,東京テレポート〜国際展示場,355,465
90,1038,国際展示場,295,465
90,1039,国際展示場〜東雲,235,465
90,1040,東雲,175,465
90,1041,東雲〜新木場,115,465
90,1042,東雲〜新木場,115,465
90,1043,新木場,55,465
91,1027,大崎,895,465
91,1028,大崎,895,465
91,1029,大崎〜大井町,895,465
91,1030,大崎〜大井町,895,465
91,1031,大井町,835,465
91,1032,大井町,775,465
91,1033,大井町〜品川シーサイド,775,465
91,1034,品川シーサイド,715,465
91,1035,品川シーサイド〜天王洲アイル,595,465
91,1036,天王洲アイル,535,465
91,1037,天王洲アイル,535,465
91,1038,天王洲アイル〜東京テレポート,475,465
91,1039,天王洲アイル〜東京テレポート,475,465
91,1040,東京テレポート,415,465
91,1041,東京テレポート〜国際展示場,355,465
91,1042,国際展示場,295,465
91,1043,国際展示場,295,465
91,1044,国際展示場〜東雲,235,465
91,1045,東雲,175,465
91,1046,東雲〜新木場,115,465
91,1047,東雲〜新木場,115,465
91,1048,新木場,55,465
92,1032,大崎,895,465
92,1033,大崎,895,465
92,1034,大崎〜大井町,895,465
92,1035,大井町,835,465
92,1036,大井町,775,465
92,1037,大井町〜品川シーサイド,775,465
92,1038,品川シーサイド,715,465
92,1039,品川シーサイド,655,465
92,1040,品川シーサイド〜天王洲アイル,595,465
92,1041,天王洲アイル,535,465
92,1042,天王洲アイル〜東京テレポート,475,465
92,1043,天王洲アイル〜東京テレポート,475,465
92,1044,東京テレポート,415,465
92,1045,東京テレポート,415,465
92,1046,東京テレポート〜国際展示場,355,465
92,1047,国際展示場,295,465
92,1048,国際展示場,295,465
92,1049,東雲,175,465
92,1050,東雲,175,465
92,1051,東雲〜新木場,115,465
92,1052,新木場,55,465
93,1040,大崎,895,465
93,1041,大崎,895,465
93,1042,大崎〜大井町,895,465
93,1043,大井町,835,465
93,1044,大井町,775,465
93,1045,大井町〜品川シーサイド,775,465
93,1046,品川シーサイド,715,465
93,1047,品川シーサイド,655,465
93,1048,品川シーサイド〜天王洲アイル,595,465
93,1049,天王洲アイル,535,465
93,1050,天王洲アイル〜東京テレポート,475,465
93,1051,天王洲アイル〜東京テレポート,475,465
93,1052,東京テレポート,415,465
93,1053,東京テレポート,415,465
93,1054,東京テレポート〜国際展示場,355,465
93,1055,国際展示場,295,465
93,1056,国際展示場,295,465
93,1057,東雲,175,465
93,1058,東雲,175,465
93,1059,東雲〜新木場,115,465
93,1060,新木場,55,465
94,1047,大崎,895,465
94,1048,大崎,895,465
94,1049,大崎〜大井町,895,465
94,1050,大井町,835,465
94,1051,大井町,775,465
94,1052,大井町〜品川シーサイド,775,465
94,1053,品川シーサイド,715,465
94,1054,品川シーサイド,655,465
94,1055,天王洲アイル,535,465
94,1056,天王洲アイル,535,465
94,1057,天王洲アイル〜東京テレポート,475,465
94,1058,天王洲アイル〜東京テレポート,475,465
94,1059,東京テレポート,415,465
94,1060,東京テレポート,415,465
94,1061,東京テレポート〜国際展示場,355,465
94,1062,国際展示場,295,465
94,1063,国際展示場,295,465
94,1064,東雲,175,465
94,1065,東雲,175,465
94,1066,東雲〜新木場,115,465
94,1067,新木場,55,465
95,1054,大崎,895,465
95,1055,大崎,895,465
95,1056,大崎〜大井町,895,465
95,1057,大崎〜大井町,895,465
95,1058,大井町,835,465
95,1059,大井町,775,465
95,1060,大井町〜品川シーサイド,775,465
95,1061,品川シーサイド,715,465
95,1062,品川シーサイド〜天王洲アイル,595,465
95,1063,天王洲アイル,535,465
95,1064,天王洲アイル,535,465
95,1065,天王洲アイル〜東京テレポート,475,465
95,1066,天王洲アイル〜東京テレポート,475,465
95,1067,東京テレポート,415,465
95,1068,東京テレポート〜国際展示場,355,465
95,1069,国際展示場,295,465
95,1070,国際展示場,295,465
95,1071,国際展示場〜東雲,235,465
95,1072,東雲,175,465
95,1073,東雲〜新木場,115,465
95,1074,東雲〜新木場,115,465
95,1075,新木場,55,465
96,1061,大崎,895,465
96,1062,大崎,895,465
96,1063,大崎〜大井町,895,465
96,1064,大崎〜大井町,895,465
96,1065,大井町,835,465
96,1066,大井町,775,465
96,1067,大井町〜品川シーサイド,775,465
96,1068,品川シーサイド,715,465
96,1069,品川シーサイド〜天王洲アイル,595,465
96,1070,天王洲アイル,535,465
96,1071,天王洲アイル,535,465
96,1072,天王洲アイル〜東京テレポート,475,465
96,1073,天王洲アイル〜東京テレポート,475,465
96,1074,東京テレポート,415,465
96,1075,東京テレポート,415,465
96,1076,東京テレポート〜国際展示場,355,465
96,1077,国際展示場,295,465
96,1078,国際展示場,295,465
96,1079,国際展示場〜東雲,235,465
96,1080,東雲,175,465
96,1081,東雲〜新木場,115,465
96,1082,東雲〜新木場,115,465
96,1083,新木場,55,465
97,1067,大崎,895,465
97,1068,大崎,895,465
97,1069,大崎〜大井町,895,465
97,1070,大崎〜大井町,895,465
97,1071,大井町,835,465
97,1072,大井町,775,465
97,1073,大井町〜品川シーサイド,775,465
97,1074,品川シーサイド,715,465
97,1075,品川シーサイド〜天王洲アイル,595,465
97,1076,天王洲アイル,535,465
97,1077,天王洲アイル,535,465
97,1078,天王洲アイル〜東京テレポート,475,465
97,1079,天王洲アイル〜東京テレポート,475,465
97,1080,東京テレポート,415,465
97,1081,東京テレポート,415,465
97,1082,国際展示場,295,465
97,1083,国際展示場,295,465
97,1084,国際展示場〜東雲,235,465
97,1085,東雲,175,465
97,1086,東雲〜新木場,115,465
97,1087,東雲〜新木場,115,465
97,1088,新木場,55,465
98,1074,大崎,895,465
98,1075,大崎,895,465
98,1076,大崎〜大井町,895,465
98,1077,大井町,835,465
98,1078,大井町,775,465
98,1079,大井町〜品川シーサイド,775,465
98,1080,品川シーサイド,715,465
98,1081,品川シーサイド,715,465
98,1082,品川シーサイド〜天王洲アイル,595,465
98,1083,天王洲アイル,535,465
98,1084,天王洲アイル〜東京テレポート,475,465
98,1085,天王洲アイル〜東京テレポート,475,465
98,1086,東京テレポート,415,465
98,1087,東京テレポート,415,465
98,1088,東京テレポート〜国際展示場,355,465
98,1089,国際展示場,295,465
98,1090,国際展示場,295,465
98,1091,東雲,175,465
98,1092,東雲,175,465
98,1093,東雲〜新木場,115,465
98,1094,新木場,55,465
99,1081,大崎,895,465
99,1082,大崎,895,465
99,1083,大崎〜大井町,895,465
99,1084,大井町,835,465
99,1085,大井町,775,465
99,1086,大井町〜品川シーサイド,775,465
99,1087,品川シーサイド,715,465
99,1088,品川シーサイド,715,465
99,1089,天王洲アイル,535,465
99,1090,天王洲アイル,535,465
99,1091,天王洲アイル〜東京テレポート,475,465
99,1092,天王洲アイル〜東京テレポート,475,465
99,1093,東京テレポート,415,465
99,1094,東京テレポート,415,465
99,1095,東京テレポート〜国際展示場,355,465
99,1096,国際展示場,295,465
99,1097,国際展示場,295,465
99,1098,東雲,175,465
99,1099,東雲,175,465
99,1100,東雲〜新木場,115,465
99,1101,新木場,55,465
100,1090,大崎,895,465
100,1091,大崎,895,465
100,1092,大崎〜大井町,895,465
100,1093,大井町,835,465
100,1094,大井町,775,465
100,1095,大井町〜品川シーサイド,775,465
100,1096,品川シーサイド,715,465
100,1097,品川シーサイド,715,465
100,1098,天王洲アイル,535,465
100,1099,天王洲アイル,535,465
100,1100,天王洲アイル〜東京テレポート,475,465
100,1101,天王洲アイル〜東京テレポート,475,465
100,1102,東京テレポート,415,465
100,1103,東京テレポート,415,465
100,1104,東京テレポート〜国際展示場,355,465
100,1105,国際展示場,295,465
100,1106,国際展示場〜東雲,235,465
100,1107,東雲,175,465
100,1108,東雲〜新木場,115,465
100,1109,東雲〜新木場,115,465
100,1110,新木場,55,465
101,1094,大崎,895,465
101,1095,大崎,895,465
101,1096,大崎〜大井町,895,465
101,1097,大崎〜大井町,895,465
101,1098,大井町,835,465
101,1099,大井町,775,465
101,1100,大井町〜品川シーサイド,775,465
101,1101,品川シーサイド,715,465
101,1102,品川シーサイド〜天王洲アイル,595,465
101,1103,天王洲アイル,535,465
101,1104,天王洲アイル,535,465
101,1105,天王洲アイル〜東京テレポート,475,465
101,1106,天王洲アイル〜東京テレポート,475,465
101,1107,東京テレポート,415,465
101,1108,東京テレポート,415,465
101,1109,国際展示場,295,465
101,1110,国際展示場,295,465
101,1111,国際展示場〜東雲,235,465
101,1112,東雲,175,465
101,1113,東雲〜新木場,115,465
101,1114,東雲〜新木場,115,465
101,1115,新木場,55,465
102,1101,大崎,895,465
102,1102,大崎,895,465
102,1103,大崎〜大井町,895,465
102,1104,大崎〜大井町,895,465
102,1105,大井町,835,465
102,1106,大井町,775,465
102,1107,大井町〜品川シーサイド,775,465
102,1108,品川シーサイド,715,465
102,1109,品川シーサイド〜天王洲アイル,595,465
102,1110,天王洲アイル,535,465
102,1111,天王洲アイル,535,465
102,1112,天王洲アイル〜東京テレポート,475,465
102,1113,天王洲アイル〜東京テレポート,475,465
102,1114,東京テレポート,415,465
102,1115,東京テレポート〜国際展示場,355,465
102,1116,国際展示場,295,465
102,1117,国際展示場,295,465
102,1118,国際展示場〜東雲,235,465
102,1119,東雲,175,465
102,1120,東雲〜新木場,115,465
102,1121,東雲〜新木場,115,465
102,1122,新木場,55,465
103,1107,大崎,895,465
103,1108,大崎,895,465
103,1109,大崎〜大井町,895,465
103,1110,大井町,835,465
103,1111,大井町,775,465
103,1112,大井町〜品川シーサイド,775,465
103,1113,品川シーサイド,715,465
103,1114,品川シーサイド,715,465
103,1115,品川シーサイド〜天王洲アイル,595,465
103,1116,天王洲アイル,535,465
103,1117,天王洲アイル〜東京テレポート,475,465
103,1118,天王洲アイル〜東京テレポート,475,465
103,1119,東京テレポート,415,465
103,1120,東京テレポート,415,465
103,1121,東京テレポート〜国際展示場,355,465
103,1122,国際展示場,295,465
103,1123,国際展示場,295,465
103,1124,東雲,175,465
103,1125,東雲,175,465
103,1126,東雲〜新木場,115,465
103,1127,新木場,55,465
104,1113,大崎,895,465
104,1114,大崎,895,465
104,1115,大崎〜大井町,895,465
104,1116,大崎〜大井町,895,465
104,1117,大井町,835,465
104,1118,大井町,775,465
104,1119,大井町〜品川シーサイド,775,465
104,1120,品川シーサイド,715,465
104,1121,品川シーサイド〜天王洲アイル,595,465
104,1122,天王洲アイル,535,465
104,1123,天王洲アイル,535,465
104,1124,天王洲アイル〜東京テレポート,475,465
104,1125,天王洲アイル〜東京テレポート,475,465
104,1126,東京テレポート,415,465
104,1127,東京テレポート〜国際展示場,355,465
104,1128,国際展示場,295,465
104,1129,国際展示場,295,465
104,1130,国際展示場〜東雲,235,465
104,1131,東雲,175,465
104,1132,東雲〜新木場,115,465
104,1133,東雲〜新木場,115,465
104,1134,新木場,55,465
105,1120,大崎,895,465
105,1121,大崎,895,465
105,1122,大崎〜大井町,895,465
105,1123,大崎〜大井町,895,465
105,1124,大井町,835,465
105,1125,大井町〜品川シーサイド,775,465
105,1126,大井町〜品川シーサイド,775,465
105,1127,品川シーサイド,715,465
105,1128,品川シーサイド〜天王洲アイル,595,465
105,1129,天王洲アイル,535,465
105,1130,天王洲アイル〜東京テレポート,475,465
105,1131,天王洲アイル〜東京テレポート,475,465
105,1132,天王洲アイル〜東京テレポート,475,465
105,1133,東京テレポート,415,465
105,1134,東京テレポート〜国際展示場,355,465
105,1135,国際展示場,295,465
105,1136,国際展示場,295,465
105,1137,国際展示場〜東雲,235,465
105,1138,東雲,175,465
105,1139,東雲〜新木場,115,465
105,1140,新木場,55,465
106,1127,大崎,895,465
106,1128,大崎,895,465
